,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,surge_pct,trips_in_first_30_days,weekday_pct,total_days_january,churn,city_Astapor,city_King's Landing,phone_Android,phone_iPhone,luxury_car_user_True
16153,7.96,4.9,4.8,1.0,0.0,4,100.0,15,1,1,0,0,1,1
16154,4.25,4.5,5.0,1.0,0.0,6,66.7,11,1,0,1,0,1,0
16155,2.88,5.0,5.0,1.18,16.7,2,94.4,1,0,0,1,0,1,1
16156,4.13,4.0,5.0,1.0,0.0,1,100.0,31,1,0,1,1,0,0
16157,9.85,5.0,5.0,1.0,0.0,2,0.0,31,1,0,0,0,1,0
16158,9.96,5.0,4.9,1.0,0.0,1,0.0,11,1,1,0,0,1,1
16159,1.77,4.3,5.0,1.0,0.0,5,88.9,27,0,0,0,0,1,0
16160,1.59,4.4,4.3,1.27,31.3,6,56.3,10,1,1,0,1,0,1
16161,14.62,4.7,5.0,1.0,0.0,1,100.0,28,1,1,0,0,1,1
16162,2.47,5.0,5.0,1.2,20.0,1,60.0,13,0,0,0,0,1,0
16163,10.52,5.0,4.0,1.0,0.0,1,100.0,24,1,1,0,1,0,0
16164,2.73,5.0,4.0,1.0,0.0,2,100.0,8,1,1,0,1,0,1
16165,2.99,5.0,5.0,1.0,0.0,1,100.0,20,1,0,1,1,0,1
16166,2.74,4.4,1.0,1.02,10.0,2,80.0,30,0,1,0,0,1,0
16167,4.53,5.0,5.0,1.0,0.0,1,100.0,1,1,0,0,1,0,0
16168,1.6,4.8,4.6,1.1,13.3,3,73.3,6,0,0,1,0,1,1
16169,1.53,5.0,5.0,1.0,0.0,0,100.0,16,1,0,0,1,0,0
16170,9.85,5.0,5.0,1.0,0.0,0,100.0,26,1,0,0,1,0,0
16171,1.31,5.0,5.0,1.0,0.0,0,0.0,23,1,0,1,1,0,1
16172,3.2,5.0,4.9,1.0,0.0,1,100.0,9,1,1,0,1,0,0
16173,5.98,5.0,5.0,1.0,0.0,2,0.0,8,1,1,0,1,0,1
16174,3.1,4.9,4.6,1.08,17.9,10,53.8,25,1,0,0,1,0,0
16175,3.9,4.7,5.0,1.22,21.1,3,73.7,12,1,1,0,0,1,0
16176,3.93,5.0,5.0,1.0,0.0,1,57.1,11,1,1,0,0,1,0
16177,4.19,5.0,5.0,1.0,0.0,0,100.0,25,1,0,0,0,1,0
16178,2.26,4.8,4.5,1.0,0.0,1,70.0,18,1,1,0,0,1,1
16179,4.47,5.0,5.0,1.0,0.0,2,50.0,19,1,0,0,0,1,1
16180,8.66,4.7,3.7,1.0,0.0,1,38.5,5,1,0,0,0,1,1
16181,2.24,4.7,4.1,1.0,0.0,4,47.4,21,1,0,0,0,1,0
16182,3.91,4.9,4.5,1.13,10.0,10,60.0,15,1,0,0,0,1,1
16183,2.79,4.0,4.9,1.0,0.0,1,100.0,24,1,1,0,1,0,1
16184,2.08,4.2,4.3,1.01,5.6,4,66.7,7,0,0,0,0,1,1
16185,12.31,5.0,5.0,1.0,0.0,1,100.0,31,1,0,1,0,1,0
16186,23.11,5.0,4.9,1.0,0.0,0,66.7,31,1,0,0,1,0,1
16187,18.99,1.0,4.9,1.0,0.0,0,100.0,30,1,0,0,0,1,0
16188,2.3,4.3,3.0,1.0,0.0,0,100.0,31,1,1,0,0,1,1
16189,4.78,5.0,5.0,1.06,25.0,2,50.0,13,1,1,0,1,0,0
16190,1.85,4.8,4.3,1.0,0.0,0,75.0,2,1,1,0,0,1,0
16191,2.4,5.0,4.7,1.19,6.3,4,68.8,24,1,1,0,1,0,0
16192,21.13,5.0,4.9,1.0,0.0,1,0.0,31,1,0,0,0,1,0
16193,0.0,5.0,4.9,1.0,0.0,0,0.0,18,1,0,0,1,0,0
16194,2.13,3.3,4.9,1.5,33.3,0,0.0,9,1,0,0,1,0,1
16195,20.93,5.0,4.9,1.0,0.0,1,0.0,18,1,0,0,0,1,0
16196,2.19,5.0,4.8,1.0,0.0,3,100.0,15,1,0,0,1,0,0
16197,8.99,5.0,4.0,1.21,16.7,2,33.3,15,0,0,1,0,1,1
16198,2.91,4.5,5.0,1.25,33.3,1,50.0,25,0,0,1,0,1,0
16199,2.95,4.5,5.0,1.0,0.0,0,50.0,25,1,1,0,0,1,1
16200,8.33,5.0,5.0,1.0,0.0,1,100.0,13,1,1,0,0,1,0
16201,6.51,5.0,5.0,1.0,0.0,2,80.0,22,1,1,0,0,1,1
16202,1.35,5.0,5.0,1.0,0.0,1,0.0,18,1,1,0,0,1,1
16203,3.29,4.4,5.0,1.0,0.0,4,65.0,26,0,0,0,0,1,0
16204,4.16,5.0,5.0,1.0,0.0,1,0.0,18,1,1,0,0,1,0
16205,4.25,5.0,5.0,1.0,0.0,1,100.0,8,1,1,0,1,0,0
16207,1.91,4.5,4.6,1.07,11.8,16,41.2,8,0,0,0,0,1,0
16208,0.96,5.0,4.9,1.0,0.0,1,100.0,27,0,0,1,0,1,1
16209,1.78,5.0,5.0,1.0,0.0,0,50.0,3,0,0,1,1,0,0
16210,5.57,4.0,5.0,1.0,0.0,0,100.0,9,0,1,0,0,1,1
16211,10.93,4.5,4.3,1.0,0.0,2,66.7,25,0,0,0,0,1,1
16212,1.35,5.0,5.0,1.38,50.0,2,0.0,18,1,0,1,0,1,0
16213,2.97,4.0,5.0,1.0,0.0,1,0.0,4,1,0,0,0,1,0
16214,2.71,5.0,2.0,1.0,0.0,1,66.7,4,1,1,0,0,1,0
16215,1.3,5.0,5.0,1.0,0.0,0,66.7,24,1,1,0,0,1,1
16216,5.07,4.8,4.9,1.04,2.7,11,68.5,14,0,0,0,0,1,1
16217,2.77,5.0,4.6,1.02,2.1,4,75.0,1,0,0,1,0,1,1
16218,6.21,5.0,5.0,1.0,0.0,2,0.0,11,1,1,0,1,0,1
16219,3.16,4.7,5.0,1.0,0.0,1,66.7,20,1,1,0,1,0,0
16220,0.58,5.0,5.0,2.0,100.0,1,100.0,4,1,1,0,0,1,0
16221,5.59,5.0,5.0,1.0,0.0,0,0.0,5,1,0,0,1,0,0
16222,8.71,5.0,4.9,1.0,0.0,1,0.0,30,0,0,0,0,1,0
16223,4.89,5.0,5.0,1.25,20.0,0,20.0,4,0,0,1,0,1,1
16224,1.22,5.0,5.0,1.0,0.0,1,50.0,1,1,0,0,0,1,1
16225,2.42,4.8,4.4,1.1,9.3,8,55.8,19,0,0,1,0,1,1
16226,3.14,4.8,4.5,1.0,0.0,1,100.0,26,1,0,0,0,1,1
16227,3.14,5.0,4.9,1.0,0.0,15,100.0,13,1,0,0,1,0,1
16228,2.44,4.4,4.9,1.14,3.6,14,42.9,6,1,0,0,1,0,1
16229,5.8,5.0,4.3,1.0,0.0,0,33.3,16,1,0,1,1,0,0
16230,2.41,5.0,5.0,1.0,0.0,1,50.0,12,1,1,0,0,1,1
16231,5.55,4.5,4.0,1.19,16.1,7,80.6,17,1,1,0,0,1,0
16232,15.37,4.5,4.0,1.0,0.0,0,0.0,27,1,0,0,1,0,0
16233,5.17,5.0,5.0,1.0,0.0,3,75.0,8,1,0,0,1,0,0
16234,1.98,5.0,4.8,1.21,28.6,4,71.4,19,0,0,0,1,0,0
16235,1.9,5.0,5.0,1.25,50.0,0,100.0,5,1,0,1,0,1,0
16236,17.47,4.5,5.0,1.0,0.0,0,100.0,21,0,0,1,0,1,1
16237,3.02,5.0,4.5,1.0,0.0,2,0.0,3,1,0,1,1,0,1
16238,2.91,4.9,4.5,1.0,0.0,2,50.0,4,0,0,0,1,0,1
16239,12.79,5.0,5.0,1.1,20.0,4,80.0,22,1,1,0,0,1,0
16240,8.67,4.9,4.6,1.0,0.0,1,90.0,17,0,0,1,1,0,0
16241,1.37,4.4,4.3,1.2,25.0,7,50.0,20,0,1,0,0,1,1
16242,1.71,4.0,5.0,1.0,0.0,0,100.0,21,1,0,0,1,0,1
16243,17.32,5.0,5.0,1.0,0.0,0,100.0,16,1,0,0,0,1,0
16244,0.0,5.0,3.0,1.0,0.0,1,0.0,25,1,1,0,0,1,0
16245,4.45,3.0,4.9,1.13,50.0,0,0.0,8,1,1,0,0,1,1
16246,7.24,4.6,4.8,1.0,0.0,0,60.0,23,0,0,1,0,1,1
16247,1.04,5.0,5.0,1.5,100.0,0,100.0,8,0,0,1,0,1,1
16248,2.21,4.3,5.0,1.16,37.5,0,0.0,25,1,0,0,1,0,0
16249,1.42,5.0,5.0,1.0,0.0,0,100.0,10,0,1,0,0,1,1
16250,5.11,5.0,4.0,1.0,0.0,1,100.0,8,1,0,0,0,1,0
16251,3.33,4.7,5.0,1.38,25.0,2,41.7,18,0,1,0,0,1,1
16252,5.86,5.0,4.5,1.0,0.0,0,100.0,15,0,0,1,0,1,1
16253,5.23,5.0,4.9,1.0,0.0,0,100.0,24,1,1,0,0,1,0
16254,2.25,5.0,5.0,1.0,0.0,1,100.0,25,1,0,0,1,0,1
16255,1.95,5.0,4.3,1.0,0.0,0,66.7,21,1,1,0,1,0,0
16256,1.31,5.0,5.0,1.0,0.0,4,60.0,17,1,1,0,0,1,0
16257,2.1,5.0,5.0,1.0,0.0,0,0.0,9,0,0,1,0,1,1
16258,9.34,4.6,4.6,1.0,0.0,0,40.0,10,0,0,0,0,1,0
16259,2.49,5.0,5.0,1.0,0.0,0,100.0,8,1,0,0,0,1,0
16260,5.89,5.0,3.0,1.0,0.0,0,100.0,11,0,0,0,0,1,0
16261,1.33,4.6,4.8,1.02,3.0,5,78.8,23,0,0,0,0,1,1
16262,2.93,4.7,4.6,1.08,13.0,4,52.2,29,0,0,1,0,1,1
16263,8.57,5.0,4.9,1.0,0.0,0,100.0,8,1,0,1,1,0,0
16264,5.21,4.8,4.9,1.11,5.6,3,88.9,9,1,1,0,1,0,1
16265,0.81,3.0,5.0,1.13,50.0,0,0.0,23,1,0,1,1,0,0
16266,3.34,4.7,3.8,1.49,44.4,0,33.3,1,0,0,0,0,1,0
16267,1.59,4.7,4.9,1.03,8.5,12,71.8,22,0,1,0,0,1,1
16268,0.97,5.0,5.0,1.0,0.0,2,0.0,3,1,0,0,0,1,1
16269,3.02,5.0,5.0,1.0,0.0,2,100.0,1,1,0,0,0,1,0
16270,2.87,5.0,4.9,1.0,0.0,0,0.0,2,0,1,0,1,0,0
16271,5.1,5.0,5.0,1.0,0.0,0,100.0,25,0,0,1,0,1,1
16272,1.31,5.0,5.0,1.63,50.0,2,0.0,19,1,0,0,0,1,0
16273,8.16,4.5,4.4,1.0,0.0,0,70.0,4,1,0,0,0,1,1
16274,1.27,5.0,4.7,1.25,25.0,0,100.0,2,0,0,1,0,1,0
16275,10.26,5.0,4.9,1.0,0.0,1,100.0,22,1,0,0,0,1,1
16276,4.65,4.5,5.0,1.18,20.0,1,60.0,2,0,1,0,0,1,0
16277,2.31,4.7,3.3,1.0,0.0,1,50.0,4,0,0,0,1,0,0
16278,3.31,4.9,5.0,1.03,11.6,0,60.5,19,0,1,0,1,0,1
16279,14.93,5.0,4.0,1.17,16.7,3,83.3,21,0,0,0,0,1,1
16280,3.12,4.7,4.5,1.0,0.0,3,90.9,16,0,0,1,1,0,0
16281,1.3,4.4,4.9,1.0,0.0,2,61.5,5,1,0,0,0,1,0
16282,1.68,5.0,5.0,1.0,0.0,0,100.0,16,1,1,0,1,0,0
16283,1.72,5.0,5.0,1.0,0.0,0,100.0,21,1,1,0,0,1,0
16284,1.77,5.0,4.9,1.0,0.0,1,100.0,23,1,1,0,1,0,1
16285,20.64,5.0,5.0,1.0,0.0,2,0.0,14,1,0,0,1,0,1
16286,1.05,4.9,2.7,1.0,0.0,7,100.0,19,1,0,0,0,1,0
16287,2.11,5.0,5.0,1.25,28.6,1,71.4,25,0,0,1,0,1,0
16288,10.31,5.0,5.0,1.0,0.0,1,100.0,1,1,1,0,1,0,1
16289,8.67,5.0,4.0,1.19,25.0,4,50.0,25,1,1,0,0,1,0
16290,1.67,5.0,5.0,1.0,0.0,2,100.0,2,1,1,0,0,1,0
16291,11.46,5.0,4.9,1.0,0.0,0,100.0,26,1,1,0,1,0,1
16292,2.99,5.0,4.5,2.19,75.0,2,0.0,18,1,1,0,0,1,0
16293,3.38,4.5,4.9,1.17,21.7,2,56.5,17,0,0,0,1,0,1
16294,2.64,5.0,4.9,1.0,0.0,1,100.0,24,1,1,0,1,0,0
16295,5.99,4.9,4.4,1.09,18.8,3,87.5,29,0,0,1,0,1,1
16296,2.65,5.0,5.0,1.25,33.3,3,66.7,18,1,0,1,0,1,0
16297,4.08,4.9,3.0,1.0,0.0,3,63.6,1,0,0,0,0,1,1
16298,1.45,5.0,4.0,1.15,20.0,2,60.0,27,0,1,0,0,1,0
16299,3.38,4.8,5.0,1.0,0.0,1,100.0,30,0,1,0,0,1,1
16300,14.88,5.0,4.9,1.0,0.0,0,100.0,18,0,0,1,0,1,0
16301,13.71,4.8,4.9,1.0,0.0,3,100.0,28,0,0,0,1,0,1
16302,5.07,5.0,5.0,1.0,0.0,1,50.0,14,1,0,1,1,0,1
16303,3.95,5.0,4.9,1.0,0.0,0,100.0,31,1,1,0,0,1,0
16304,2.19,4.6,5.0,1.0,0.0,3,20.0,15,0,0,0,0,1,1
16305,4.16,4.8,4.8,1.06,15.4,0,46.2,25,0,0,0,1,0,1
16306,3.12,4.9,4.5,1.0,0.0,6,60.0,30,1,0,0,0,1,0
16307,5.86,4.8,4.7,1.25,11.1,0,100.0,11,0,0,0,0,1,0
16308,1.9,5.0,5.0,1.13,50.0,1,0.0,17,1,0,1,1,0,1
16309,24.06,5.0,4.9,1.0,0.0,1,100.0,22,1,0,0,0,1,0
16310,3.43,5.0,3.5,1.45,60.0,1,40.0,9,1,0,1,1,0,0
16311,2.32,4.5,4.8,1.04,16.7,6,33.3,17,1,1,0,0,1,0
16312,2.72,5.0,4.9,1.5,100.0,0,0.0,11,1,0,0,1,0,0
16313,2.53,4.5,5.0,1.0,0.0,2,75.0,20,1,1,0,0,1,0
16314,7.41,5.0,3.0,1.0,0.0,0,100.0,18,1,1,0,1,0,0
16315,3.07,5.0,5.0,1.0,0.0,0,100.0,12,1,1,0,0,1,1
16316,4.16,5.0,4.9,1.0,0.0,0,100.0,7,1,1,0,0,1,1
16317,1.68,3.7,5.0,1.0,0.0,1,33.3,19,1,0,0,0,1,0
16318,1.12,1.0,4.9,1.0,0.0,1,0.0,25,1,0,0,0,1,0
16319,0.69,4.3,5.0,1.33,33.3,3,100.0,8,1,0,0,0,1,0
16320,1.13,5.0,5.0,1.0,0.0,2,100.0,16,1,1,0,0,1,1
16321,9.4,5.0,5.0,1.0,0.0,2,50.0,22,1,0,1,0,1,0
16322,1.7,4.5,4.6,1.42,33.3,1,33.3,4,0,1,0,0,1,0
16323,2.35,4.5,4.3,1.0,0.0,4,100.0,30,1,0,0,0,1,1
16324,5.35,5.0,3.8,1.04,16.7,3,50.0,18,1,0,1,0,1,0
16325,3.04,5.0,4.9,1.0,0.0,1,100.0,31,1,1,0,0,1,0
16326,4.92,3.0,4.0,1.0,0.0,1,0.0,26,1,0,1,0,1,1
16327,6.78,5.0,5.0,1.19,37.5,3,62.5,29,1,0,1,0,1,0
16328,2.7,5.0,5.0,1.0,0.0,1,0.0,11,1,0,0,0,1,0
16329,1.27,4.9,4.8,1.0,0.0,4,86.7,24,0,0,1,0,0,1
16330,14.8,5.0,4.9,1.0,0.0,0,0.0,22,0,0,1,0,1,0
16331,1.46,4.8,3.8,1.11,11.1,2,100.0,6,0,0,1,0,1,1
16332,21.63,5.0,5.0,1.0,0.0,2,100.0,22,1,0,0,0,1,1
16333,3.47,5.0,4.9,1.0,0.0,0,100.0,17,1,0,0,0,1,0
16334,7.36,4.9,5.0,1.19,25.0,3,50.0,15,1,1,0,0,1,0
16335,1.22,5.0,5.0,1.5,50.0,0,100.0,20,0,0,1,0,1,0
16336,2.26,5.0,4.5,1.0,0.0,2,0.0,26,1,0,0,1,0,0
16337,2.84,4.8,5.0,1.02,4.0,6,80.0,14,0,1,0,1,0,0
16338,1.29,4.6,4.0,1.04,2.6,6,41.0,25,0,0,0,0,1,0
16339,2.92,5.0,4.3,1.0,0.0,3,66.7,20,1,0,0,0,1,0
16340,3.86,4.8,5.0,1.04,4.2,16,60.4,4,0,0,0,0,1,0
16341,2.99,4.8,4.2,1.42,38.5,3,53.8,2,1,1,0,0,1,0
16342,5.11,5.0,4.8,1.58,33.3,2,50.0,12,0,1,0,0,1,1
16343,1.34,5.0,4.0,1.0,0.0,6,33.3,3,1,1,0,0,1,0
16344,1.91,4.8,5.0,1.1,15.4,1,76.9,10,0,0,1,0,1,0
16345,2.44,3.7,5.0,1.0,0.0,0,0.0,24,1,0,0,1,0,0
16346,1.37,5.0,4.5,1.0,0.0,2,100.0,31,1,0,1,0,1,0
16347,25.45,5.0,4.0,1.0,0.0,1,100.0,1,1,0,0,0,1,0
16348,1.09,5.0,5.0,1.0,0.0,0,0.0,13,1,0,0,0,1,0
16349,7.48,4.6,5.0,1.0,0.0,1,58.3,5,0,0,0,0,1,1
16350,4.36,5.0,5.0,1.08,16.7,0,50.0,23,1,1,0,0,1,0
16351,14.77,5.0,4.9,1.0,0.0,1,0.0,10,1,0,0,0,1,1
16352,18.98,5.0,5.0,1.0,0.0,1,100.0,20,1,0,1,1,0,1
16353,8.71,5.0,5.0,1.13,12.5,2,87.5,29,0,0,1,0,1,0
16354,2.06,4.0,1.0,1.0,0.0,1,100.0,12,0,0,1,0,1,0
16355,5.65,5.0,4.9,1.0,0.0,1,0.0,17,1,1,0,1,0,0
16356,5.34,3.9,4.6,1.13,8.3,0,66.7,18,0,0,0,0,1,0
16357,9.76,5.0,4.9,1.0,0.0,0,100.0,11,1,1,0,0,1,0
16358,12.21,5.0,5.0,1.0,0.0,6,66.7,29,1,0,0,1,0,0
16359,4.41,4.7,4.3,1.0,0.0,6,81.3,6,0,0,0,0,1,1
16360,2.77,4.8,5.0,1.18,42.9,4,71.4,25,1,0,0,1,0,0
16361,5.11,4.8,4.6,1.1,5.0,3,50.0,1,0,0,1,1,0,1
16362,1.27,5.0,5.0,1.0,0.0,0,100.0,4,1,0,0,1,0,0
16363,16.3,5.0,5.0,1.0,0.0,0,0.0,30,0,1,0,0,1,1
16364,1.52,4.7,5.0,1.07,14.3,2,42.9,4,0,0,0,0,1,0
16365,3.13,4.3,5.0,1.0,0.0,2,33.3,10,1,0,0,1,0,0
16366,1.81,5.0,5.0,1.0,0.0,2,100.0,3,1,0,0,0,1,1
16367,2.13,4.4,5.0,1.0,0.0,6,50.0,1,0,0,0,0,1,0
16368,10.42,5.0,5.0,1.0,0.0,0,0.0,11,1,0,0,0,1,0
16369,5.38,5.0,5.0,1.0,0.0,1,33.3,25,0,0,0,0,1,1
16370,19.11,5.0,5.0,1.0,0.0,0,100.0,12,1,0,0,0,1,1
16371,8.44,5.0,5.0,1.0,0.0,4,100.0,16,1,0,1,1,0,0
16372,2.27,4.0,4.0,1.0,0.0,1,100.0,7,1,1,0,0,1,1
16373,1.1,4.6,4.1,1.14,14.3,8,71.4,14,0,0,0,0,1,0
16374,7.5,5.0,5.0,1.0,0.0,0,100.0,21,0,0,0,0,1,1
16375,12.58,5.0,4.7,1.0,0.0,2,100.0,9,1,0,0,0,1,0
16376,5.3,3.0,5.0,1.0,0.0,1,100.0,10,1,0,0,1,0,0
16377,4.79,4.6,4.0,1.07,13.3,4,33.3,31,0,0,1,0,1,1
16378,2.26,4.3,5.0,1.02,8.3,1,75.0,2,0,0,0,0,1,1
16379,15.99,4.8,4.6,1.02,8.3,2,75.0,12,0,0,0,0,1,0
16380,36.22,5.0,5.0,1.0,0.0,0,100.0,7,1,0,1,0,1,0
16381,3.2,4.7,5.0,1.0,0.0,0,66.7,7,1,0,0,1,0,0
16382,12.34,5.0,4.9,1.0,0.0,0,100.0,27,0,0,0,0,1,1
16383,4.73,4.4,4.3,1.15,20.0,1,20.0,11,1,0,0,0,1,0
16384,5.08,4.6,4.7,1.26,19.1,14,48.9,5,0,0,0,0,1,1
16385,4.32,4.6,4.1,1.0,0.0,4,83.9,20,0,0,0,0,1,1
16386,3.73,5.0,4.7,1.0,0.0,3,100.0,9,1,0,0,0,1,0
16387,2.11,4.7,2.5,1.08,12.5,5,41.7,16,0,0,0,0,1,1
16388,6.8,4.8,4.6,1.18,20.5,12,77.3,28,0,1,0,0,1,0
16389,3.32,4.8,4.7,1.18,26.7,8,73.3,24,1,1,0,1,0,0
16390,16.32,3.0,4.9,1.0,0.0,0,0.0,6,1,0,0,0,1,1
16391,1.99,4.4,4.9,1.11,8.9,28,74.1,25,0,0,0,1,0,0
16392,0.88,5.0,4.0,1.0,0.0,1,100.0,21,1,1,0,1,0,0
16393,3.47,4.9,4.9,1.0,0.0,12,66.7,31,0,0,0,0,1,0
16394,0.65,4.5,4.0,1.0,0.0,1,50.0,10,1,0,0,0,1,0
16395,3.34,4.4,4.6,1.14,17.9,22,66.7,5,0,0,0,1,0,1
16396,6.99,4.8,4.8,1.06,8.3,3,100.0,15,0,0,0,0,1,1
16397,1.84,4.8,5.0,1.21,8.3,1,50.0,12,0,0,0,0,1,1
16398,3.22,5.0,4.5,1.0,0.0,2,50.0,24,1,1,0,0,1,0
16399,2.53,5.0,4.5,1.0,0.0,0,100.0,5,1,1,0,0,1,1
16400,6.11,5.0,4.5,1.0,0.0,2,100.0,3,1,0,0,1,0,0
16401,2.75,4.9,4.9,1.44,46.2,1,69.2,24,0,1,0,0,1,1
16402,1.3,5.0,5.0,1.13,50.0,0,100.0,4,0,0,1,0,1,1
16403,15.4,5.0,4.5,1.0,0.0,0,66.7,24,1,1,0,0,1,1
16404,8.2,4.8,4.8,1.01,2.9,0,31.4,18,0,0,0,0,1,1
16405,7.58,5.0,1.0,1.0,0.0,1,0.0,18,1,0,1,0,1,0
16406,5.15,4.5,4.5,1.0,0.0,1,50.0,6,1,1,0,1,0,0
16407,6.84,5.0,5.0,1.11,14.3,0,28.6,19,0,0,1,0,1,1
16408,4.83,5.0,3.5,1.0,0.0,3,100.0,30,1,0,1,1,0,1
16409,3.06,5.0,5.0,1.0,0.0,1,100.0,7,1,1,0,1,0,0
16410,4.19,4.8,4.6,1.04,4.8,5,52.4,20,0,1,0,0,1,1
16411,7.5,4.7,4.0,1.0,0.0,3,100.0,14,1,1,0,0,1,1
16412,14.78,5.0,4.9,1.0,0.0,0,0.0,17,1,0,0,0,1,0
16413,8.05,5.0,5.0,1.0,0.0,1,0.0,19,1,0,1,0,1,0
16414,4.44,4.6,4.6,1.0,0.0,6,90.0,14,0,0,0,0,1,0
16415,5.95,5.0,5.0,1.0,0.0,0,50.0,6,1,0,1,0,1,0
16416,2.02,4.8,4.8,1.02,3.2,17,90.3,27,1,0,0,1,0,0
16417,1.61,4.5,5.0,1.0,0.0,1,100.0,6,1,1,0,0,1,1
16418,2.78,4.0,5.0,1.0,0.0,2,100.0,31,0,1,0,0,1,1
16419,2.64,4.6,4.0,1.04,14.3,2,42.9,5,1,1,0,1,0,0
16420,10.5,5.0,4.9,1.0,0.0,0,50.0,14,0,0,0,0,1,1
16421,10.02,5.0,5.0,1.19,25.0,4,100.0,10,1,0,0,1,0,0
16422,4.68,4.9,4.9,1.05,6.7,2,73.3,30,0,0,0,0,1,1
16423,1.27,5.0,4.9,1.0,0.0,1,0.0,4,1,1,0,0,1,0
16424,2.11,4.7,4.4,1.11,10.4,17,77.1,20,0,1,0,0,1,1
16425,3.67,5.0,5.0,1.0,0.0,0,75.0,28,0,0,1,0,1,0
16426,7.55,4.3,4.5,1.19,25.0,1,25.0,25,1,1,0,0,1,0
16427,17.4,5.0,4.5,1.0,0.0,2,100.0,28,1,0,0,1,0,0
16428,8.39,4.8,5.0,1.0,0.0,2,83.3,9,0,1,0,0,1,1
16429,4.35,5.0,5.0,1.5,50.0,2,50.0,7,1,0,0,0,1,0
16430,2.34,4.7,4.7,1.0,0.0,4,78.9,25,0,0,0,0,1,0
16431,20.18,5.0,5.0,1.0,0.0,1,0.0,26,1,0,0,1,0,1
16432,5.74,5.0,4.7,1.0,0.0,3,100.0,9,1,0,0,0,1,0
16433,17.33,5.0,5.0,1.0,0.0,0,100.0,16,1,0,0,0,1,0
16434,2.83,4.0,5.0,1.0,0.0,2,62.5,28,0,0,0,0,1,1
16435,1.54,5.0,5.0,1.0,0.0,0,0.0,30,1,0,1,0,1,0
16436,0.65,5.0,5.0,1.0,0.0,1,100.0,28,1,1,0,0,1,0
16437,2.87,4.8,4.8,1.15,17.2,1,55.2,3,0,0,0,1,0,0
16438,4.44,4.6,4.0,1.0,0.0,1,62.5,30,0,1,0,0,1,1
16439,12.47,5.0,5.0,1.0,0.0,0,100.0,30,1,0,1,0,1,1
16440,13.85,5.0,4.0,1.0,0.0,1,100.0,28,1,0,1,1,0,0
16441,15.49,5.0,4.9,1.0,0.0,1,100.0,10,1,0,0,0,1,1
16442,5.0,4.6,5.0,1.0,0.0,2,42.9,21,1,0,0,0,1,1
16443,2.48,4.8,5.0,1.55,40.0,5,20.0,31,1,0,1,1,0,0
16444,6.05,4.9,4.4,1.44,33.3,1,55.6,12,0,0,1,0,1,1
16445,2.75,4.6,4.1,1.33,20.0,7,40.0,26,1,1,0,0,1,0
16446,5.02,4.6,4.2,1.0,0.0,2,70.0,19,0,0,1,0,1,0
16447,19.9,5.0,4.9,1.0,0.0,1,100.0,21,1,1,0,0,1,0
16448,0.88,3.0,4.0,1.0,0.0,1,0.0,10,1,0,0,1,0,1
16449,14.96,5.0,5.0,1.0,0.0,1,100.0,7,1,0,0,0,1,1
16450,2.98,5.0,5.0,1.0,0.0,0,0.0,18,1,1,0,0,1,1
16451,0.01,5.0,4.9,1.0,0.0,1,0.0,18,1,0,0,0,1,0
16452,9.68,4.6,4.8,1.0,0.0,2,92.3,13,0,0,0,0,1,0
16453,16.67,5.0,5.0,1.0,0.0,2,100.0,30,1,1,0,0,1,0
16454,8.4,5.0,3.0,1.0,0.0,1,50.0,13,0,1,0,0,1,0
16455,9.15,5.0,5.0,1.0,0.0,1,0.0,17,1,0,0,0,1,0
16456,3.43,3.8,5.0,1.0,0.0,2,20.0,18,0,0,0,0,1,0
16457,2.41,5.0,4.0,1.0,0.0,1,100.0,22,1,0,0,0,1,0
16458,7.81,4.3,4.0,1.0,0.0,5,100.0,30,0,0,0,0,1,1
16459,1.37,5.0,4.9,1.0,0.0,0,100.0,1,1,1,0,0,1,0
16460,5.58,4.7,4.9,1.35,41.7,1,33.3,15,0,0,1,1,0,0
16461,17.4,5.0,5.0,1.0,0.0,0,100.0,24,1,0,0,1,0,0
16462,1.58,5.0,3.0,1.08,33.3,3,66.7,31,1,1,0,0,1,0
16463,2.89,4.8,4.7,1.04,8.3,2,25.0,23,0,0,1,0,1,1
16464,3.88,5.0,5.0,1.0,0.0,2,75.0,7,1,0,0,1,0,0
16465,3.1,4.8,5.0,1.22,19.6,13,63.0,2,0,0,0,0,1,1
16466,2.33,5.0,5.0,1.0,0.0,1,100.0,10,1,0,0,0,1,0
16467,2.28,5.0,5.0,1.0,0.0,0,100.0,8,1,0,1,0,1,0
16468,42.22,5.0,4.9,1.0,0.0,3,100.0,27,0,0,1,0,1,0
16469,5.28,5.0,4.9,1.0,0.0,0,100.0,10,1,1,0,1,0,0
16470,5.9,4.8,3.3,1.0,0.0,1,90.0,5,1,1,0,1,0,1
16471,1.67,5.0,5.0,1.0,0.0,1,100.0,23,1,1,0,0,1,0
16472,1.04,3.7,5.0,1.0,0.0,3,71.4,6,0,0,0,0,1,0
16473,3.05,4.7,5.0,1.07,6.1,14,72.7,5,0,0,0,0,1,0
16474,7.37,5.0,4.9,1.0,0.0,1,50.0,17,1,1,0,1,0,0
16475,1.95,4.7,4.0,1.0,0.0,1,33.3,6,1,0,0,0,1,0
16476,2.32,5.0,4.3,1.0,0.0,2,50.0,5,0,0,0,0,1,0
